Archmage;Medium humanoid (any race);any alignment;12 (15);None (Mage Armor);99;18d8+18;30;10;14;12;20;15;16;Int +9 Wis +6;Arcana +13 History +13;damage from spells nonmagical bludgeoning piercing and slashing (from stoneskin;;;passive Perception 12;any six languages;12;8400;;Dagger. Melee or Ranged Weapon Attack: +6 to hit reach 5 ft. or range 20/60 ft. one target.<br>Hit: 4 (1d4 + 2) piercing damage.<br><br>Spellcasting. The archmage is an 18th level spellcaster. Its spellcasting ability is Intelligence (spell save DC 17 +9 to hit with spell attacks). The archmage can cast disguise self and invisibility at will and has the following wizard spells prepared:<br>Cantrips (at will): fire bolt light mage hand prestidigitation shocking grasp<br>1st level (4 slots): detect magic identify mage armor* magic missile<br>2nd level (3 slots): detect thoughts mirror image misty step<br>3rd level (3 slots): counterspell fly lightning bolt<br>4th level (3 slots): banishment fire shield stoneskin*<br>5th level (3 slots): cone of cold scrying wall of force<br>6th level (1 slot): globe of invulnerability<br>7th level (1 slot): teleport<br>8th level (1 slot): mind blank*<br>9th level (1 slot): time stop<br>*The archmage casts these spells on itself before combat.;;Magic Resistance. The archmage has advantage on saving throws against spells and other magical effects.
Mage;Medium humanoid (any race);any alignment;12;15 with Mage Armor;40;9d8;30;9;14;11;17;12;11;Int +6 Wis +4;Arcana +6 History +6;;;;passive Perception 11;any four languages;6;2300;;Dagger. Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 20/60 ft. one target.<br>Hit:4 (1d4 + 2) piercing damage.;;Spellcasting.The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14 +6 to hit with spell attacks). The mage has the following wizard spells prepared:<br>Cantrips (at will): fire bolt light mage hand prestidigitation<br>1st level (4 slots): detect magic mage armor magic missile shield<br>2nd level (3 slots): misty step suggestion<br>3rd level (3 slots): counterspell fireball fly<br>4th level (3 slots): greater invisibility ice storm<br>5th level (1 slot): cone of cold
Mammoth;Huge beast;unaligned;13;natural armor;126;11d12+55;40;24;9;21;3;11;6;;;;;;passive Perception 10;;6;2300;;Gore. Melee Weapon Attack: +10 to hit reach 10 ft. one target.<br>Hit: 25 (4d8 + 7) piercing damage.<br><br>Stomp. Melee Weapon Attack: +10 to hit reach 5 ft. one prone creature.<br>Hit: 29 (4d10 + 7) bludgeoning damage.;;Trampling Charge. If the mammoth moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone the mammoth can make one stomp attack against it as a bonus action.
Narle Shieldbiter;Medium humanoid (orog);chaotic evil;18;plate;Special;Special;30 fly 90;18;12;18;12;11;12;;Intimidation +5 Survival +2;;;;darkvision 60ft. passive Perception 10;Common Orc;Special;;;Multiattack. The orog makes three greataxe attacks.<br><br>Manticore Tail Salvo The orog makes up to eight Manticore Tail Spike attacks. The orog cannot target the same creature twice with these attacks.<br><br>Greataxe. Melee Weapon Attack: +6 to hit reach 5 ft. one target.<br>Hit: 10 (1d12 + 4) slashing damage. If the target has already taken damage from this attack on this turn it takes an additional 10 (3d6) slashing damage.<br><br>Manticore Tail Spike. Ranged Weapon Attack: +6 to hit range 100/120 ft. one target.<br>Hit: 7 (1d8 + 3) piercing damage.;The orog can take 3 legendary actions choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The orog regains spent legendary actions at the start of its turn.<br>Melee attack. The orog makes one greataxe attack.<br>Manticore Tail Spike. The orog makes one manticore tail spike attack.;Legendary Resistance (3/Day). If the orog fails a saving throw it can choose to succeed instead.
Night Hag;Medium fiend;neutral evil;17;natural armor;112;15d8+45;30;18;15;16;16;14;16;Deception +7 Insight +6 Perception +6 Stealth +6;;fire bludgeoning piercing and slashing from nonmagical weapons that aren't silvered;;charmed;darkvision 120 ft. passive Perception 16;Abyssal Common Infernal Primordial;5;1800;;Claws (Hag Form Only). Melee Weapon Attack: +6 to hit reach 5 ft.one target.<br>Hit: 13 (2d8 + 4) slashing damage. <br><br>Change Shape. The hag magically polymorphs into a Small or Medium female humanoid or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies. Etherealness. The hag magically enters the Ethereal Plane from the Material Plane or vice versa. To do so the hag must have a heartstone in her possession. <br><br>Nightmare Haunting (1/Day). While on the Ethereal Plane the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and good spell cast on the target prevents this contact as does a magic circle. As long as the contact persists the target has dreadful visions. If these visions last for at least 1 hour the target gains no benefit from its rest and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0 the target dies and if the target was evil its soul is trapped in the hag's soul bag. The reduction to the target's hit point maximum lasts until removed by the greater restoration spell or similar magic.;;Magic Resistance. The hag has advantage on saving throws against spells and other magical effects.<br><br>Innate Spellcasting. The hag's innate spellcasting ability is Charisma (spell save DC 13 +5 to hit with spell attacks). She can innately cast the following spells requiring no material components:<br>At will: detect magic magic missile<br>2/day each: plane shift (self only) ray of enfeeblement sleep
Orc;Medium humanoid (orc);chaotic evil;13;hide armor;15;2d8+6;30 ft.;16;12;16;7;11;10;;Intimidation +2;;;;darkvision 60 ft. passive Perception 10;Common Orc;1/2;100;;Greataxe. Melee Weapon Attack: +5 to hit reach 5 ft. one target. <br>Hit:9 (1d12 + 3) slashing damage.<br>Javelin. Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 30/120 ft. one target. <br>Hit:6 (1d6 + 3) piercing damage.;;Aggressive.As a bonus action the orc can move up to its speed <br>toward a hostile creature that it can see.
Orc Eye of Gruumsh;Medium humanoid (orc);chaotic evil;16;ring mail shield;45;6d8+18;30;16;12;16;9;13;12;Intimidation +3 Religion +1;;;;;darkvision 60 ft. passive Perception 11;Common Orc;2;450;;Spear. Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 20/60 ft. one target.<br>Hit: 11 (1d6 + 3 plus 1d8) piercing damage or 12 (2d8 + 3) piercing damage if used with two hands to make a melee attack.;;Aggressive. As a bonus action the orc can move up to its speed toward a hostile creature that it can see.<br><br>Gruumsh's Fury. The orc deals an extra 4 (1d8) damage when it hits with a weapon attack (included in the attack).<br><br>Spellcasting. The orc is a 3rd‐level spellcaster. Its spellcasting ability is Wisdom (spell save DC 11 +3 to hit with spell attacks). The orc has the following cleric spells prepared:<br>Cantrips (at will): guidance resistance thaumaturgy<br>1st level (4 slots): bless command<br>2nd level (2 slots): augury spiritual weapon (spear)
Orc War Chief;Medium humanoid (orc);chaotic evil;16;chain mail;93;11d8+44;30;18;12;18;11;11;16;Str +6 Con +6 Wis +2;Intimidation +5;;;;darkvision 60 ft. passive Perception 10;Common Orc;4;1100;;Multiattack. The orc makes two attacks with its greataxe or with its spear.<br><br>Greataxe. Melee Weapon Attack: +6 to hit reach 5 ft. one creature.<br>Hit: 14 (1d12 + 4 plus 1d8) slashing damage.<br><br>Spear. Melee or Ranged Weapon Attack: +6 to hit reach 5 ft. or range 20/60 ft. one target.<br>Hit: 12 (1d6 + 4 plus 1d8) piercing damage or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack.;;Aggressive. As a bonus action the orc can move up to its speed toward a hostile creature that it can see.<br><br>Gruumsh's Fury. The orc deals an extra 4 (1d8) damage when it hits with a weapon attack (included in the attack)
Orog;Medium humanoid;chaotic evil;18;plate;42;5d8+20;30;18;12;18;12;11;12;;Intimidation +5 Survival +2;;;;darkvision 60 ft. passive Perception 10;Common Orc;2;450;;Multiattack. The orog makes two greataxe attacks.<br><br>Greataxe. Melee Weapon Attack: +6 to hit reach 5 ft. one target.<br>Hit: 10 (1d12 + 4) slashing damage.<br><br>Javelin. Melee or Ranged Weapon Attack: +6 to hit reach 5 ft. or range 30/120 ft.<br>one target. Hit: 7 (1d6 +4) piercing damage.;;Aggressive. As a bonus action the orog can move up to its speed toward a hostile creature that it can see.
Revenant;Medium undead;neutral;13;leather armor;136;16d8 + 64;30 ft.;18;14;18;13;16;18;Str+7 Con+7 Wis+6 Cha+7;;necrotic psychic;poison;charmed exhaustion frightened paralyzed poisoned stunned;darkvision 60 ft. passive Perception 13;the languages it knew in life;5;1800;;Multiattack. The revenant makes two fist attacks. <br>Fist. Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) bludgeoning damage. If the target is a creature against which the revenant has sworn vengeance the target takes an extra 14 (4d6) bludgeoning damage. Instead of dealing damage the revenant can grapple the target (escape DC 14) provided the target is Large or smaller. <br>Vengeful Glare. The revenant targets one creature it can see within 30 feet of it and against which it has sworn vengeance. The target must make a DC 15 Wisdom saving throw. On a failure the target is paralyzed until the revenant deals damage to it or until the end of the revenant's next turn. When the paralysis ends the target is frightened of the revenant for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns with disadvantage if it can see the revenant ending the frightened condition on itself on a success.;;Regeneration. The revenant regains 10 hit points at the start of its turn. If the revenant takes fire or radiant damage this trait doesn't function at the start of the revenant's next turn. The revenant's body is destroyed only if it starts its turn with 0 hit points and doesn't regenerate.<br><br>Rejuvenation. When the revenant's body is destroyed its soul lingers. After 24 hours the soul inhabits and animates another corpse on the same plane of existence and regains all its hit points. While the soul is bodiless a wish spell can be used to force the soul to go to the afterlife and not return.<br><br>Turn Immunity. The revenant is immune to effects that turn undead.<br><br>Vengeful Tracker. The revenant knows the distance to and direction of any creature against which it seeks revenge even if the creature and the revenant are on different planes of existence. If the creature being tracked by the revenant dies the revenant knows.
Scout;Medium humanoid (any race);any alignment;13;leather armor;16;3d8+3;30 ft.;11;14;12;11;13;11;;Nature +4 Perception +5 Stealth +6 Survival +5;;;;passive Perception 15;any one language (usually Common;1/2;100;;Multiattack. The scout makes two melee attacks or two ranged attacks.<br>Shortsword. Melee Weapon Attack: +4 to hit reach 5 ft. one target.<br> Hit:5 (1d6 + 2) piercing damage.<br>Longbow. Ranged Weapon Attack: +4 to hit ranged 150/600 ft. one target. <br>Hit: 6 (1d8 + 2) piercing damage.<br>;;Keen Hearing and Sight.The scout has advantage on Wisdom (Perception) checks that rely on hearing or sight.
Specter;Medium undead;chaotic evil;12;;22;5d8;0 ft. fly 50 ft. (hover);1;14;11;10;10;11;;;acid cold fire lightning thunder  bludgeoning piercing and slashing from nonmagical  weapons;necrotic poison;charmed exhaustion grappled  paralyzed petrified poisoned prone restrained  unconscious;darkvision 60 ft. passive Perception 10;understands all languages it knew in life but can't  speak;1;200;;Life Drain. Melee Spell Attack: +4 to hit reach 5 ft. one creature. <br>Hit:10 (3d6) necrotic damage. The target must succeed on a DC 10 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the creature finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.<br>;;Incorporeal Movement. The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.<br>Sunlight Sensitivity.While in sunlight the specter has disadvantage on attack rolls as well as on Wisdom (Perception) checks that rely on sight.
Thug;Medium humanoid (human);any non‐good alignment;11;leather;32;5d8+10;30;15;11;14;10;10;11;;Intimidation +2;;;;passive Perception 10;Common;1/2;100;;Multiattack. The thug makes two melee attacks.<br><br>Mace. Melee Weapon Attack: +4 to hit reach 5 ft. one target.<br>Hit: 5 (1d6 + 2) bludgeoning damage.<br><br>Heavy Crossbow. Ranged Weapon Attack: +2 to hit range 100/400 ft. one target.<br>Hit: 5 (1d10) piercing damage.;;Pack Tactics. The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 feet of the creature and the ally isn't incapacitated.
Troll;Large giant;chaotic evil;15;natural armor;84;8d10+40;30 ft.;18;13;20;7;9;7;;Perception +1;;;;darkvision 60 ft. passive Perception 11;Giant;5;1800;;Multiattack.The troll makes three attacks: one with its bite and two with its claws.<br>Bite. Melee Weapon Attack:+7 to hit reach 5 ft. one target. <br>Hit:7 (1d6 + 4) piercing damage.<br>Claw. Melee Weapon Attack:+7 to hit reach 5 ft. one target. <br>Hit:11 (2d6 + 4) slashing damage.;;Keen Smell.The troll has advantage on Wisdom (Perception) checks that rely on smell.<br>Regeneration.The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.
Vampire Spawm;Medium undead;neutral evil;15;natural armor;82;11d8+33;30 ft.;16;16;16;11;10;12;Dex +6 Wis +3;Perception +3 Stealth +6;necrotic bludgeoning piercing and  slashing from nonmagical weapons;;;darkvision 60 ft. passive Perception 13;the languages it knew in life;5;1800;;Multiattack.The vampire makes two attacks only one of which can be a bite attack.<br>Claws. Melee Weapon Attack: +6 to hit reach 5 ft. one creature. <br>Hit:8 (2d4 + 3) slashing damage. Instead of dealing damage the vampire can grapple the target (escape DC 13).<br>Bite. Melee Weapon Attack: +6 to hit reach 5 ft. one willing creature or a creature that is grappled by the vampire incapacitated or restrained. <br>Hit:6 (1d6 + 3) piercing damage plus 7 (2d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.;;Regeneration.The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water this trait doesn't function at the start of the vampire's next turn.<br>Spider Climb.The vampire can climb difficult surfaces including upside down on ceilings without needing to make an ability check.<br>Vampire Weaknesses.The vampire has the following flaws:<br>Forbiddance.The vampire can't enter a residence without an invitation from one of the occupants.<br>Harmed by Running Water.The vampire takes 20 acid damage when it ends its turn in running water.<br>Stake to the Heart.The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place.<br>Sunlight Hypersensitivity.The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight it has disadvantage on attack rolls and ability checks.
Veteran;Medium humanoid (any race);any alignment;17;splint;58;9d8+18;30 ft.;16;13;14;10;11;10;;Athletics +5 Perception +2;;;;passive Perception 12;any one language (usually Common);3;700;;Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn it can also make a shortsword attack.<br>Longsword. Melee Weapon Attack: +5 to hit reach 5 ft. one target.<br>Hit:7 (1d8 + 3) slashing damage or 8 (1d10 + 3) slashing damage if used with two hands.<br>Shortsword. Melee Weapon Attack: +5 to hit reach 5 ft. one target. <br>Hit:6 (1d6 + 3) piercing damage.<br>Heavy Crossbow. Ranged Weapon Attack: +3 to hit range 100/400 ft. one target.<br>Hit:5 (1d10) piercing damage.;;
Werewolf;Medium humanoid (human shapechanger);chaotic evil;11 (12);human (wolf/hybrid);58;9d8+18;30 (40 wolf);15;13;14;10;11;10;;Perception +4 Stealth +3;;bludgeoning piercing and slashing damage from nonmagical weapons that aren't silvered;;passive Perception 14;Common;3;700;;Multiattack (Humanoid or Hybrid Form Only). The werewolf makes two attacks: one with its bite and one with its claws or spear.<br><br>Bite (Wolf or Hybrid Form Only). Melee Weapon Attack: +4 to hit reach 5 ft. one target.<br>Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy.<br><br>Claws (Hybrid Form Only). Melee Weapon Attack: +4 to hit reach 5 ft. one creature.<br>Hit: 7 (2d4 + 2) slashing damage.<br><br>Spear (Humanoid Form Only). Melee or Ranged Weapon Attack: +4 to hit reach 5 ft. or range 20/60 ft. one creature.<br>Hit: 5 (1d6 + 2) piercing damage or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.;;Shapechanger. The werewolf can use its action to polymorph into a wolf‐humanoid hybrid or into a wolfor back into its true form which is humanoid. Its statistics other than its AC are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. <br><br>Keen Hearing and Smell. The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.
Wight;Medium undead;neutral evil;14;studded leather;45;6d8+18;30 ft.;15;14;16;10;13;15;;Perception +3 Stealth +4;necrotic bludgeoning piercing and slashing from nonmagical weapons that aren't silvered;poison;exhaustion poisoned;darkvision 60 ft. PP 13;the languages it knew in life;3;700;;Multiattack. The wight makes two longsword attacks or<br>two longbow attacks. It can use its Life Drain in place of one longsword attack.<br><br>Life Drain. Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.<br>  A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time.<br><br>Longsword. Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 6 (1d8 + 2) slashing damage or 7 (1d10 + 2) slashing damage if used with two hands.<br><br>Longbow. Ranged Weapon Attack: +4 to hit range 150/600 ft. one target. Hit: 6 (1d8 + 2) piercing damage.;;Sunlight Sensitivity. While in sunlight the wight has disadvantage on attack rolls as well as on Wisdom (Perception) checks that rely on sight.
Wraith;Medium undead;neutral evil;13;;67;9d8+27;30 fly 60;6;16;16;12;14;15;;;acid cold fire lightning thunder bludgeoning piercing and slashing from nonmagical weapons that aren’t silvered;necrotic poison;charmed exhaustion grappled paralyzed petrified poisoned prone restrained;darkvision 60 ft. passive Perception 12;the languages it knew in life;5;1800;;Life Drain. Melee Weapon Attack: +6 to hit reach 5 ft. one target.<br>Hit: 21 (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.<br><br>Create Specter. The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.;;Incorporeal Movement. The wraith can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. <br><br>Sunlight Sensitivity. While in sunlight the wraith has disadvantage on attack rolls as well as on Wisdom (Perception) checks that rely on sight.
Young Red Dragon;Large dragon;chaotic evil;18;natural armor;178;19d12+133;40 climb 40 fly 80;23;10;21;14;11;19;Dex +4 Con +9 Wis +4 Cha +8;Perception +8 Stealth +8;;fire;;blindsight 30 ft. darkvision 120 ft. passive Perception 18;Common Draconic;10;5900;;Multiattack. The dragon makes three attacks: one with its bite and two with its claws.<br><br>Bite. Melee Weapon Attack: +10 to hit reach 10 ft. one target.<br>Hit: 17 (2d10 + 6) piercing damage plus 3 (1d6) poison damage.<br><br>Claw. Melee Weapon Attack: +10 to hit reach 5 ft. one target.<br>Hit: 13 (2d6 + 6) slashing damage. <br><br>Fire Breath (Recharge 5–6). The dragon exhales fire in a 30foot cone. Each creature in that area must make a DC 17 Dexterity saving throw taking 56 (16d6) fire damage on a failed save or half as much damage on a successful one.;;
Zombie Treant;Huge undead;neutral evil;8;;138;12d12+60;20;23;6;21;3;6;5;Wis +0;;bludgeoning piercing;poison;poisoned;darkvision 60 ft. passive Perception 8;understands Common Druidic Elvish Sylvan but cannot speak;4;1100;;Multiattack. The zombie makes two slam attacks.<br><br>Slam. Melee Weapon Attack: +10 to hit reach 5 ft. one  target.<br>Hit: 16 (3d6 + 6) bludgeoning damage.;;Damage Vulnerabilities fire<br><br>Undead Fortitude. If damage reduces the zombie to 0 hit points it must make a Constitution saving throw with a DC of 5 + the damage taken unless the damage is radiant or from a critical hit. On a success the zombie drops to 1 hit point instead.
Zombie Wyvern;Large undead;neutral evil;9;;110;13d10+39;10 fly 80;19;6;16;3;6;5;Wis +0;;;poison;poisoned;darkvision 60 ft. passive Perception 8;;3;750;;Multiattack. The zombie makes two attacks: one with its bite and one with its claws.<br><br>Bite. Melee Weapon Attack: +7 to hit reach 10 ft. one target.<br>Hit: 11 (2d6 + 4) piercing damage.<br><br>Claws. Melee Weapon Attack: +7 to hit reach 5 ft. one target.<br>Hit: 13 (2d8 + 4) slashing damage.;;Undead Fortitude. If damage reduces the zombie to 0 hit points it must make a Constitution saving throw with a DC of 5 + the damage taken unless the damage is radiant or from a critical hit. On a success the zombie drops to 1 hit point instead.