Acolyte; Medium humanoid (any race); any alignment; 10; ; 9; 2d8; 30 ft.; 10; 10; 10; 10; 14; 11; ; Medicine +4, Religion +2; ; ; ; passive Perception 10; any one language (usually Common); 1/4; 50; ; Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target.<br>Hit: 2 (1d4) bludgeoning damage.; ; Spellcasting.The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with <br>spell attacks). The acolyte has following cleric spells prepared:<br>Cantrips (at will): light, sacred flame, thaumaturgy<br>1st level (3 slots): bless, cure wounds, sanctuary
Giant Frog; Medium beast; unaligned; 11; ; 18; 4d8; 30 ft., swim 30 ft.; 12; 13; 11; 2; 10; 3; ; Perception +2, Stealth +3; ; ; ; darkvision 30 ft., passive Perception 12; ; 1/4; 50; ; Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. <br>Hit:4 (1d6 + 1) piercing damage, and the target is grappled (escape DC 11). Until this grapple ends, the target is restrained, and the frog can’t bite another target.<br>Swallow. The frog makes one bite attack against a Small or smaller target it is grappling. If the attack hits, the target is swallowed, and the grapple ends. The swallowed target is blinded and restrained, it has total cover against attacks and other effects outside the frog, and it takes 5 (2d4) acid damage at the start of each of the frog’s turns. The frog can have only one target swallowed at a time.If the frog dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 5 feet of movement, exiting prone.<br>; ; Amphibious.The frog can breathe air and water.<br>Standing Leap. The frog’s long jump is up to 20 feet and its high jump is up to 10 feet, with or without a running start.
Giant Lizard; Large beast; unaligned; 12; natural armor; 19; 3d10+3; 30 ft., climb 30 ft.; 15; 12; 13; 2; 10; 5; ; ; ; ; ; darkvision 30 ft., passive Perception 10; ; 1/4; 50; ; Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit: 6 (1d8 + 2) piercing damage.; ;
Giant Spider; Large beast; unaligned; 14; natural Armor; 26; 4d10+4; 30 ft., climb 30 ft.; 14; 16; 12; 2; 11; 4; ; Stealth +7; ; ; ; blindsight 10 ft., darkvision 60 ft., passive Perception 10; ; 1; 200; ; Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. <br>Hit:7 (1d8 + 3) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 9 (2d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.<br>Web (Recharge 5–6). Ranged Weapon Attack:+5 to hit, range 30/60 ft., one creature.Hit:The target is restrained by webbing. As an action, the restrained target can make a DC 12 Strength check, bursting the webbing on a success. The webbing can also be attacked and destroyed (AC 10, hp 5, vulnerability to fire damage, immunity to bludgeoning, poison, and psychic damage).<br>; ; Spider Climb. The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.<br>Web Sense.While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.<br>Web Walker.The spider ignores movement restrictions caused by webbing.
Gray ooze; Medium ooze; unaligned; 8; ; 22; 3d8+9; 10 ft., climb 10 ft.; 12; 6; 16; 1; 6; 2; ; Stealth +2; acid, cold, fire; ; blinded, charmed, deafened, exhaustion, frightened, prone; blindsight 60 ft. (blind beyond this radius), passive Perception 8; ; 1/2; 100; ; Pseudopod. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. <br>Hit:4 (1d6 + 1) bludgeoning damage plus 7 (2d6) acid damage, and if the target is wearing nonmagical metal armor, its armor is partly corroded and takes a permanent and cumulative −1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.<br>; ; Amorphous. The ooze can move through a space as narrow as 1 inch wide without squeezing.<br>Corrode Metal.Any nonmagical weapon made of metal that hits the ooze corrodes. After dealing damage, the weapon takes a permanent and cumulative −1 penalty to damage rolls.If its penalty drops to −5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the ooze is destroyed after dealing damage.<br>The ooze can eat through 2-inch-thick, nonmagical metal in 1 round.<br>False Appearance.While the ooze remains motionless, it is indistinguishable from an oily pool or wet rock.
Griffon; Large monstrosity; unaligned; 12; ; 59; 7d10+21; 30 ft., fly 80 ft.; 18; 15; 16; 2; 13; 8; ; Perception +5; ; ; ; darkvision 60 ft., passive Perception 15; ; 2; 450; ; Multiattack. The griffon makes two attacks: one with its beak and one with its claws.<br>Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target.<br>Hit:8 (1d8 + 4) piercing damage.<br>Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. <br>Hit:11 (2d6 + 4) slashing damage.<br>; ; Keen Sight.The griffon has advantage on Wisdom (Perception) checks that rely on sight.
Guard Drake; medium Dragon; unaligned; 14; natural armor; 52; 7d8+21; 30 ft.; 16; 11; 16; 4; 10; 7; Perception +2; ; Lightning; ; ; darkvision 60ft., passive Perception 12; understands Draconic but can't speak; 2; 450; ; Multiattack.The drake attacks twice, once with its bite and once with its tail.<br>Bite. Melee Weapon Attack:+5 to hit, reach 5 ft., one target.<br>Hit: 7 ( 1d8 + 3) piercing damage.<br>Tail. Melee Weapon Attack:+5 to hit, reach 5 ft., one target. <br>Hit: 6 (1d6 + 3) bludgeoning damage.; ;
Helmed Horror; Medium construct; neutral; 20; plate, shield; 60; 8d8+24; 30 ft., fly 30ft.; 18; 13; 16; 10; 10; 10; ; Perception +4; bludgeoning, piercing, and slashing from  nonmagical weapons that aren’t adamantine; force, necrotic, poison ; blinded, charmed, deafened, frightened,  paralyzed, petrified, poisoned, stunned; blindsight 60 ft. (blind beyond this radius), passive Perception 14; understands the languages of its creator but can’t speak; 4; 1,100; ; Multiattack.The helmed horror makes two longsword attacks.<br>Longsword. Melee Weapon Attack:+6 to hit, reach 5 ft., one target.<br>Hit:8 (1d8 + 4) slashing damage, or 9 (1d10 + 4) slashing damage if used with two hands.<br>; ; Magic Resistance.The helmed horror has advantage on saving throws against spells and other magical effects.<br>Spell Immunity. The helmed horror is immune to three spells chosen by its creator. Typical immunities include fireball, heat metal, and lightning bolt.<br>
Hobgoblin; Medium humanoid (goblinoid); lawful evil; 18; chain mail, shield; 11; 2d8+2; 30 ft.; 13; 12; 12; 10; 10; 9; ; ; ; ; ; darkvision 60 ft., passive Perception 10; Common, Goblin; 1/2; 100; ; Longsword. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. <br>Hit:5 (1d8 + 1) slashing damage, or 6 (1d10 + 1) slashing damage if used with two hands.<br>Longbow. Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. <br>Hit:5 (1d8 + 1) piercing damage.<br>; ; Martial Advantage. Once per turn, the hobgoblin can deal an extra 7 (2d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn’t incapacitated.
Hobgoblin Captain; Medium humanoid (goblinoid);  lawful evil; 17; half plate; 39; 6d8+12; 30 ft.; 15; 14; 14; 12; 10; 13; ; ; ; ; ; darkvision 60 ft., passive Perception 10; Common, Goblin; 3; 700; ; Multiattack.The hobgoblin makes two greatsword attacks.<br>Greatsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target.<br>Hit:9 (2d6 + 2) piercing damage.<br>Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Leadership (Recharges after a Short or Long Rest).For 1 minute, the hobgoblin can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the hobgoblin. A creature can benefit from only one Leadership die at a time. This effect ends if the hobgoblin is incapacitated.<br>; ; Martial Advantage. Once per turn, the hobgoblin can deal an extra 10 (3d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn’t incapacitated.
Jamna Gleamsilver; Small Humanoid; neutral; 15; leather armor; 22; 4d6+8; 25 ft.; 8; 17; 14; 15; 10; 12; Dex +5, Int +4; Acrobatics +5,  Deception +3,  Insight+2,  Perception +4,  Persuasion +3,  Stealth  +7 ; ; ; ; darkvision  60 ft.,  passive  Perception  14 ; Common,  Gnomish,  Goblin,  Sylvan ; 1; 200; ; Multiattack.Jamna  attacks twice with  her shortswords.<br>Shortsword.  Melee  Weapon Attack:+5 to  hit,  reach  5 ft.,  one target.  <br>Hit:6  (1d6 +  3)  piercing damage,  or 9  (1d6 +  3  plus  1d6) piercing damage  if the target is  Medium  or larger.; ; Cunning Action.Jamna can take a  bonus  action to take the Dash,  Disengage,  or  Hide action.<br>Gnome Cunning.Jamna  has advantage on  Intelligence, Wisdom, and  Charisma  saving throws against  magic.<br>Spellcasting.Jamna  is a 4th-level  spellcaster that uses Intelligence as  her spellcasting ability  (spell  save  DC  12, +4 to hit with  spell  attacks). Jamna  has the following spells  prepared from the wizard  spell  list:<br>Cantrips  (at will): mage hand,  minor illusion,  prestidigitation,  ray of frost<br>1st level  (3  slots):  charm person,  color spray,  disguise self,<br>longstrider
Knight; Medium humanoid (any race); any alignment; 18; plate; 52; 8d8+16; 30 ft.; 16; 11; 14; 11; 11; 15; Con +4, Wis +2; ; ; ; ; passive Perception 10; any one language (usually Common); 3; 700; ; Multiattack. The knight makes two melee attacks.<br>Greatsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target.<br>Hit:10 (2d6 + 3) slashing damage.<br>Heavy Crossbow. Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. <br>Hit:5 (1d10) piercing damage.<br>Leadership (Recharges after a Short or Long Rest).For 1 minute, the knight can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is incapacitated.<br><br>Reactions<br>Parry. The knight adds 2 to its AC against one melee attack that would hit it. To do so, the knight must see the attacker and be wielding a melee weapon.; ;
Kobold; Small humanoid (kobold);  lawful evil; 12; ; 5; 2d6-2; 30 ft.; 7; 15; 9; 8; 7; 8; ; ; ; ; ; darkvision 60 ft., passive Perception 8; Common, Draconic; 1/8; 25; ; Dagger. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:4 (1d4 + 2) piercing damage.<br>Sling. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. <br>Hit:4 (1d4 + 2) bludgeoning damage.<br>; ; Sunlight Sensitivity. While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.<br>Pack Tactics. The kobold has advantage on an attack roll against a creature if at least one of the kobold’s allies is within 5 feet of the creature and the ally isn’t incapacitated.
Langdedrosa Cyanwrath; medium Humanoid; lawful evil; 17; splint; 57; 6d12+18; 30 ft.; 19; 13; 16; 10; 14; 12; Str +6,  Con +5; Athletics +6,  Intimidation +3,  Perception  +4; lightning; ; ; blindsight  10 ft.,  darkvision  60 ft.,  passive  Perception  14 ; Common,  Draconic ; 4; 1,100; ; Multiattack. Langdedrosa attacks twice,  either with  his greatsword  or spear.<br>Greatsword.  Melee  Weapon Attack:+6 to  hit,  reach  5 ft., one target.  <br>Hit: 11  (2d6 + 4)  slashing damage.<br>Spear.  Melee  or Ranged Weapon Attack:+6 to hit,  reach  5 ft. or ranged  20 ft./60 ft.,  one target.  Hit:  7 (1d6 + 4)  piercing damage.<br>Lightning Breath  (Recharge 5-6 ). Langdedrosa  breathes lightning in  a  30-foot line that is  5 feet wide.  Each  creature in the line must make a  DC  13  Dexterity saving throw, taking <br>22  (4d10)  lightning damage on  a failed  save,  or half as  much damage on  a  successful one.; ; Action Surge  (Recharges when Langdedrosa Finishes a Short or Long Rest). On  his turn,  Langdedrosa can take one additional action.<br>Improved Critical. Langdedrosa’s weapon  attacks  score a critical  hit on  a  roll  of 19 or 20.
Lizardfolk; Medium humanoid (lizardfolk); neutral; 15; natural armor, shield; 22; 4d8+4; 30 ft., swim 30ft.; 15; 10; 13; 7; 12; 7; ; Perception +3, Stealth +4, Survival +5; ; ; ; passive Perception 13; Draconic; 1/2; 100; ; Multiattack.The lizardfolk makes two melee attacks, each one with a different weapon.<br>Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Heavy Club. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:5 (1d6 + 2) bludgeoning damage.<br>Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Spiked Shield. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>; ; Hold Breath. The lizardfolk can hold its breath for 15 minutes.
Mage; Medium humanoid (any race); any alignment; 12; 15 with Mage Armor; 40; 9d8; 30; 9; 14; 11; 17; 12; 11; Int +6, Wis +4; Arcana +6, History +6; ; ; ; passive Perception 11; any four languages; 6; 2,300; ; Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target.<br>Hit:4 (1d4 + 2) piercing damage.; ; Spellcasting.The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared:<br>Cantrips (at will): fire bolt, light, mage hand, prestidigitation<br>1st level (4 slots): detect magic, mage armor, magic missile, shield<br>2nd level (3 slots): misty step, suggestion<br>3rd level (3 slots): counterspell, fireball, fly<br>4th level (3 slots): greater invisibility, ice storm<br>5th level (1 slot): cone of cold
Noble; Medium humanoid (any race); any alignment; 15; breastplate; 9; 2d8; 30 ft.; 11; 12; 11; 12; 14; 16; ; Deception +5, Insight +4, Persuasion +5; ; ; ; passive Perception 10; any two languages; 1/8; 25; ; Rapier. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. <br>Hit:5 (1d8 + 1) piercing damage.<br><br>Reactions<br>Parry. The noble adds 2 to its AC against one melee attack that would hit it. To do so, the noble must see the attacker and be wielding a melee weapon.<br>; ;
Ogre; Large giant; chaotic evil; 11; hide armor; 59; 7d10+21; 40 ft.; 19; 8; 16; 5; 7; 7; ; ; ; ; ; darkvision 60 ft., passive Perception 8; Common, Giant; 2; 450; ; Greatclub. Melee Weapon Attack:+6 to hit, reach 5 ft., one target. <br>Hit:13 (2d8 + 4) bludgeoning damage.<br>Javelin. Melee or Ranged Weapon Attack:+6 to hit, reach 5 ft. or range 30/120 ft., one target.<br>Hit:11 (2d6 + 4) piercing damage.<br>; ;
Orc; Medium humanoid (orc); chaotic evil; 13; hide armor; 15; 2d8+6; 30 ft.; 16; 12; 16; 7; 11; 10; ; Intimidation +2; ; ; ; darkvision 60 ft., passive Perception 10; Common, Orc; 1/2; 100; ; Greataxe. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit:9 (1d12 + 3) slashing damage.<br>Javelin. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 30/120 ft., one target. <br>Hit:6 (1d6 + 3) piercing damage.; ; Aggressive.As a bonus action, the orc can move up to its speed <br>toward a hostile creature that it can see.
Orc War Chief; Medium Humanoid (orc); Chaotic Evil; 16; Chain Mail; 93; (11d8+44); 30 ft.; 18; 12; 18; 11; 11; 16; Str +6, Con +6, Wis +2; Intimidation +5; ; ; ; Darkvision 60ft. passive Perception 10; Common, Orc; 4; 1,100; Aggressive: As a bonus action, the ore can move up to its speed toward a hostile creature that it can see.<br><br>Gruumsh's Fury. The ore deal s an extra 4 (ld8) damage when it hits with a weapon attack (included in the attacks).; Multiattack. The ore makes two attacks with its greataxe or<br>its spear.<br><br>Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 14 (1d1 2 + 4 plus 1d8) slashing damage.<br><br>Spear. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or<br>range 20{60 ft., one target. Hit: 12 (1d6 + 4 plus 1d8) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee attack.<br><br>Battle Cry (1JDay). Each creature ofthe war chief's choice that is within 30 feet ofit, can hear it, and not already affected by Battle Cry gain advantage on attack roll s until the start of the<br>war chief's next turn. The war chief can then make one attack as a bonus action.; ; 
Otyugh; Large aberration; neutral; 14; natural armor; 114; 12d10+48; 30 ft.; 16; 11; 19; 6; 13; 6; Con +7; ; ; ; ; darkvision 120 ft., passive Perception 11; Otyugh; 5; 1,800; ; Multiattack. The otyugh makes three attacks: one with its bite and two with its tentacles.<br>Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. <br>Hit:12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target’s hit point maximum lasts until the disease is cured.<br>Tentacle. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. <br>Hit:7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target.<br>Tentacle Slam. The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Strength saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh’s next turn. On a successful save, the target takes half the bludgeoning damage and isn’t stunned.<br>; ; Limited Telepathy. The otyugh can magically transmit simple messages and images to any creature within 120 feet of it that can understand a language. This form of telepathy doesn’t allow the receiving creature to telepathically respond.
Peryton; Medium monstrosity; chaotic evil; 13; natural armor; 33; 6d8+6; 20ft., fly 60ft.; 16; 12; 13; 9; 12; 10; ; Perception +5; bludgeoning, piercing, and slashing from  nonmagical weapons; ; ; passive Perception 15; understands Common and Elvish but can’t speak; 2; 450; ; Multiattack. The peryton makes one gore attack and one talon attack.<br>Gore. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit: 7 (1d8 + 3) piercing damage.<br>Talons. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit:8 (2d4 + 3) piercing damage.<br>; ; Dive Attack.If the peryton is flying and dives at least 30 feet straight toward a target and then hits it with a melee weapon attack, the attack deals an extra 9 (2d8) damage to the target.<br>Flyby.The peryton doesn’t provoke an opportunity attack when it flies out of an enemy’s reach.<br>Keen Sight and Smell.The peryton has advantage on Wisdom (Perception) checks that rely on sight or smell.
Pharblex Spattergoo; Medium  humanoid  (bullywug); chaotic evil; 15; studded leather, Shield; 59; 7d8+28; 20ft., swim 40ft.; 15; 12; 18; 11; 16; 7; Str +4,  Con +6 ; Perception +5,  Religion +2, Stealth +3 ; ; ; ; passive  Perception  15 ; Common,  Bullywug ; 3; 700; ; Multiattack. Pharblex attacks twice, once with  his  bite and once with  his  spear.<br>Bite.  Melee  Weapon Attack:+5 to hit,  reach  5 ft.,  one target.<br>Hit:  4 ( 1d4 +  2)  piercing damage.<br>Spear.  Melee or Ranged Weapon  Attack:+5 to hit,  reach  5 ft. or ranged  20 ft./60 ft.,  one target.  <br>Hit: 5  ( 1d6 + 2)  piercing damage.; ; Amphibious. Pharblex can  breathe air and water.<br>Poison Strike (3/Day).Once  per turn, when  Pharblex hits with  a melee attack,  he can  expend  a  use of this trait to deal  an  extra 9 (2d8)  poison  damage.<br>Spellcasting. Pharblex is a 6th-level  spellcaster that uses Wisdom  as  his  spellcasting ability  (spell  save  DC  13, +5 to  hit with  spell  attacks).  Pharblex has the following spells  prepared from the druid  spell  list:<br>Cantrips  (at will): druidcraft,  guidance, poison cloud<br>1st level  (4 slots):  cure  wounds,  entangle,  healing word, thunderwave<br>2nd  level  (3  slots):  barkskin,  beast sense,  spike growth<br>3rd  level  (3  slots): plant growth,  water walk <br>Standing Leap.As  part of his  movement and without a running start,  Pharblex can  long jump  up to 20 feet and high jump  up to  10 feet.<br>Swamp Camouflage. Pharblex has advantage on Dexterity  (Stealth)  checks  made to  hide  in  swampy terrain.
Priest; Medium humanoid (any race); any alignment; 13; chain shirt; 27; 5d8+5; 25 ft.; 10; 10; 12; 13; 16; 13; ; Medicine +7, Persuasion +3, Religion +4; ; ; ; passive Perception 13; any two languages; 2; 450; ; Mace. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. <br>Hit:3 (1d6) bludgeoning damage.; ; Divine Eminence.As a bonus action, the priest can expend a spell slot to cause its melee weapon attacks to magically deal an extra 10 (3d6) radiant damage to a target on a hit. This benefit lasts until the end of the turn. If the priest expends a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each level above 1st.<br>Spellcasting.The priest is a 5th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 13, +5 to hit with spell attacks). The priest has the following cleric spells prepared:<br>Cantrips (at will): light,sacred flame, thaumaturgy<br>1st level (4 slots): cure wounds,guiding bolt, sanctuary<br>2nd level (3 slots): lesser restoration, spiritual weapon<br>3rd level (2 slots): dispel magic, spirit guardians
Rath Modar; Medium  humanoid  (human);  lawful evil; 13; 16 with mage armor; 71; 11d8+22; 30 ft.; 11; 16; 14; 18; 14; 10;  Int +7, Wis +5; Arcana +7,  Deception +3,  Insight +5,  Stealth +6 ; ; ; ; passive Perception 12; Common,  Draconic,  Infernal,  Primordial, Thayan ; 6; 2,300; ; Quarterstaff.  Melee  Weapon Attack:  +4to  hit,  reach  5 ft.,  one target.  Hit:  4 ( 1d8)  bludgeoning damage.<br><br>Reactions <br>Illusory Self (Recharges when  Rath  Finishes a Short or Long Rest).When  a  creature  Rath  can  see  makes  an  attack roll against him,  he can  interpose an  illusory duplicate  between the attacker and  him. The attack automatically  misses  Rath, then the  illusion  dissipates.; ; Special Equipment. Rath  has  a  staff of fire, and  scrolls of dimension  door, featherfall, and  fireball.<br>Spellcasting. Rath  is  an  11th-level  spellcaster who  uses Intelligence as  his  spellcasting ability  (spell  save  DC  15, +7 to hit with  spell  attacks).  Rath  has the following spells  prepared <br>from the wizard  spell  list:<br>Cantrips  (at will) : fire  bolt,  minor illusion, prestidigitation, shocking grasp<br>1st level  (4 slots): chromatic orb,  color spray,  mage armor,  magic missile<br>2nd  level  (3  slots):  detect thoughts,  mirror image,  phantasmal force<br>3rd  level  (3  slots): counterspell, fireball,  major image<br>4th  level  (3  slots): confusion,  greater invisibility<br>5th  level  (2 slots):  mislead,  seeming<br>6th  level  (1  slot): globe  of invulnerability
Rezmir; Medium  humanoid  (half-black dragon); neutral evil; 13; 15 with Black Dragon Mask; 90; 12d8+36; 30 ft.; 18; 16; 16; 15; 12; 14; Dex +6,  Wis +4; Arcana +5,  Stealth +9; ; acid; charmed,  frightened; blindsight 10 ft., darkvision  120 ft.,  passive  Perception  11; Common,  Draconic,  Infernal,  Giant,  Netherese; 7; 2,900; ; Greatsword (Hazirawn).  Melee  Weapon Attack:+9 to  hit,  reach 5  ft.,  one target.  <br>Hit: 13  (2d6 +  6)  slashing damage  plus  7  (2d6) necrotic damage. <br>If the target  is  a creature,  it can't regain  hit points for  1  minute. The target can  make a  DC  15  Constitution saving throw at the end of each  of its turns,  ending this effect <br>early on  a success.<br>Caustic Bolt.  Ranged Spell Attack:+8 to hit,  range 90 ft.,  one target.  Hit: 18  (4d8)  acid  damage.<br>Acid Breath  (Recharge 5-6 ). Rezmir breathes  acid  in  a  30-foot line that is  5 feet wide.  Each  creature  in the  line  must make a DC  14  Dexterity saving throw, taking 22  (5d8)  acid damage on a failed  save,  or half as  much  damage on  a successful  one.; If she  is wearing the  Black  Dragon  Mask, Rezmir can take  up to two  legendary actions  between  each  of her turns, taking the actions all  at once or spreading them  over the  round. A <br>legendary action  can  be taken  only at the start or end of a turn. <br>Rezmir has the following legendary action  options,  some of which expend  more than  one action when taken:<br>2 Actions. A  15-foot radius  of magical  darkness  extends from <br>a  point  Rezmir can  see within  60 feet of her and  spreads around  corners. The darkness  lasts as  long as  Rezmir maintains  concentration,  up to  1  minute. A creature with <br>darkvision  can’t see through this darkness,  and  no  natural light can  illuminate  it.  If any of the area overlaps with  an area  of light created  by a  spell  of 2nd  level  or lower, the spell creating the light is  dispelled. <br>1 Action.  Rezmir makes  one  melee attack. <br>1  Action.  Rezmir takes the  Hide action.; Special Equipment. Rezmir has the  Black  Dragon  Mask,Hazirawn, and  an  insignia  of claws (see appendix C for all items).<br>Amphibious. Rezmir can  breathe air and water.<br>Dark Advantage. Once  per turn,  Rezmir can  deal  an  extra  10 (3d6)  damage when  she  hits with  a weapon attack,  provided Rezmir has  advantage on the attack roll.<br>Draconic Majesty.While wearing  no armor and wearing the Black  Dragon  Mask, Rezmir adds  her Charisma  bonus to  her AC (included).<br>Immolation.When  Rezmir is  reduced to 0 hit points,  her body disintegrates  into a  pile of ash.<br>Legendary  Resistance  (1/Day). If Rezmir fails  a  saving throw while wearing the Black  Dragon  Mask, she can choose to succeed  instead.
Roper; Large monstrosity; neutral evil; 20; natural armor; 93; 11d10+33; 10 ft., climb 10 ft.; 18; 8; 17; 7; 16; 6; ; Perception +6, Stealth +5; ; ; ; darkvision 60 ft., passive Perception 16; ; 5; 1,800; ; Multiattack.The roper makes four attacks with its tendrils, uses Reel, and makes one attack with its bite.<br>Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. <br>Hit: 22 (4d8 + 4) piercing damage.<br>Tendril. Melee Weapon Attack: +7 to hit, reach 50 ft., one creature. <br>Hit:The target is grappled (escape DC 15). Until the grapple ends, the target is restrained and has disadvantage on Strength checks and Strength saving throws, and the roper can’t use the same tendril on another target.Reel.The roper pulls each creature grappled by it up to 25 feet straight toward it.; ; False Appearance.While the roper remains motionless, it is indistinguishable from a normal cave formation, such as a stalagmite.<br>Grasping Tendrils. The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20, 10 hit points, immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper, which can extrude a replacement tendril on its next turn. A tendril can also be broken if a <br>creature takes an action and succeeds on a DC 15 Strength check against it.<br>Spider Climb. The roper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.
