Peco Peco; Large Beast; Neutral; 14; natural; 39; 6d10+6; 60 ft; 17; 11; 13; 6; 13; 5; Dexterity +2; Passive Perception 11; Fire; ; ; ; ; 2; 450; ; Peck. Melee Weapon Attack: +5 to hit, reach 5ft., one target. Hit: 9 (2d6 +3) bludgeoning damage.<br><br>Fire Bolt (Recharge 5/6). Ranged Magic Attack: +5 to hit, reach 30ft., one target. Hit: 13 (2d8 +4) Fire damage.<br>; ; 
Vagabond Wolf; Large Beast; Neutral; 16; ; 78; ; 60ft; 14; 16; 13; 6; 11; 5; Constitution +3, Wisdom +2; Passive Perception 13, Intimidate +3; ; ; ; Darkvision 30ft; ; 4; 1,000; ; Bite. Melee Weapon Attack: +5 to hit, range 5ft., one target. Hit: 17 (3d8 +3) Piercing Damage.<br><br>Summon Desert Wolves (recharge 5/6). Vagabond Wolf summons 3 Desert Wolves.<br><br>Frost Diver. Ranged Magic Attack: +5 to hit, range 30ft., one target. Hit: 14 (3d6 +3) Cold damage and the target must succeed a DC 13 Strength Check, or become restrained until the end of their next turn.; ; Keen Senses. Vagabond Wolf gains advantage on Perception checks that rely on Smell or hearing.
Desert Wolf; Large Beast; Neutral; 14; ; 38; ; 60ft; 14; 16; 13; 6; 11; 5; Constitution +3, Wisdom +2; Passive Perception 13, Intimidate +3; Fire; ; ; Darkvision 30ft; ; 3; 700; ; Bite. Melee Weapon Attack: +5 to hit, range 5ft., one target. Hit: 17 (3d8 +3) Piercing Damage.<br><br>Fire Bolt. Ranged Magic Attack: +5 to Hit, Range 30ft., One target. Hit: 15 (3d6 +4) Fire Damage.; ; Keen Senses. Vagabond Wolf gains advantage on Perception checks that rely on Smell or hearing.<br>Gloom Under Night
Stormy Knight; Large Hummanoid; Lawful Evil; 18; ; 300; ; 45ft; 22; 18; 20; 16; 15; 11; Dextiery +2, Constitution +3; Passive Perception 14; Lightning, Thunder, Cold; ; Restrained, Deafened; ; ; 12; 9,000; ; Multiattack. Stormy Knight makes 3 attacks, two with his greatsword, and 1 with his shock breathe.<br><br>Greatsword. Melee Weapon attack: +9 to hit, reach 10ft., one target. Hit: 18 (2d10 +7) Slashing damage.<br><br>Shock Breathe. Melee Magic Attack: +9 to hit, reach 10ft., one target. Hit: 20 (3d10 +3) Lightning damage.<br><br>Storm Gust (recharge 6). Stormy Knight conjures a power blizzard around itself for 1d4 rounds. Creatures within 30ft of Stormy Knight at the end of their turn while the blizzard is active must succeed a DC 17 Constitution saving throw or suffer 30 (5d8 +8) Cold damage and suffer 1 level of fatigue.<br><br>Summon Garm (recharge 5/6). Stormy Knight summons 3 Garm Babies within 30ft of itself.; Stormy Knight can take 3 Legendary actions from the options below. Only one legendary action may be used at a time and only at the end of another creature's turn. Stormy Knight regains spent Legendary Actions at the start of it turn.<br><br>Detect. Stormy Knight makes a Wisdom (Perception) check.<br><br>Summon Garm (if Available).<br><br>Storm Gust (If Available).<br><br>Charge. Stormy Knight moves up to its speed without provoking opportunity attacks, and makes 2 Greatsword Attacks.<br><br>; Keen Senses. Stormy Knight gains advantage on all perception checks that rely on hearing.<br><br>
Atroce; Huge Hummanoid; Evil; 17; ; 388; ; 60ft; 24; 22; 23; 14; 23; 11; Constitution +3, Wisdom +3; Passive Perception 17; Bludgeoning; ; ; Darkvision 120ft; Abyssal, Common; 20; 20,000; ; Multiattack. Atroce make 3 attacks of any combination of Cleaver, Grab, and Kick.<br><br>Cleaver. Melee Weapon Attack: +11 to hit, Reach 10ft., one target. Hit: 23 (2d12 +10) Slashing damage.<br><br>Grab. Melee Weapon Attack: +11 to hit, reach 10ft., one target. Hit: 25 (3d10 +8) Bludgeoning damage and the target must succeed a DC 18 Strength saving throw or become Grappled (Escape DC 17).<br><br>Kick. Melee Weapon Attack: +11 to hit, Reach 10ft., one target. Hit: 22 (3d8 +9) Bludgeoning damage and the target is pushed back up to 40ft. If the target ends this movement next to a solid wall or object, it suffers and additional 20 (2d10 +9) Bludgeoning Damage.<br><br>; Atroce can use 3 Legendary Actions from the options below. Only one Legendary Action may be used at a time, and only at the end of another creature's turn. Atroce regains spent Legendary actions at the start of its turn.<br><br>Grab.<br><br>Kick.<br><br>Throw. Atroce throws a target it has grappled up to 120ft. The target must make a DC 20 Acrobatics check, suffering 30 (3d10 +13) Bludgeoning damage and being knocked prone on a failed save, and half as much on a successful one. If the target ends this movement next to a solid wall or object, it suffers an additional 20 (2d10 +9) Bludgeoning damage.<br><br>Summon Gallions (Recharge 6). Atroce summons 3 Gallions within 30ft of itself.<br><br>Magnum Break (Costs 2 Actions). Atroce Throws his Cleaver into the ground up to 60ft away and it releases a powerful explosion. All creatures within 30ft of the Cleaver must make a DC 18 Dexterity saving throw, suffering 60 (6d10 +25) Fire damage on a failed roll, and half as much on a successful one. This action cannot be used again until Atroce Picks his cleaver back up.<br><br>Howl (recharge 6). Atroce emits an ear-shattering scream. All creatures that can hear Atroce must succeed a DC 18 Constitution saving throw or become deafened and stunned until the end of their next turn.<br>; Verifying Visage. The resonating power and ferocity is too much for mere men. All creatures that begin their turn within 30ft of Atroce must succeed a DC 19 Wisdom saving throw or become frightened until the end of their next turn. If the creature passes this check, it no longer needs to make one at the beginning of its turn.<br><br>Berserk. While Atroce has 194 or fewer hit points, he gains an additional Legendary Action.
Garm Baby; Medium Beast; Neutral; 16; ; 47; ; 45ft; 18; 15; 13; 7; 13; 8; Wisdom +3, Constitution +2; Passive Perception 14; ; Cold; ; ; ; 4; 1,100; ; Frost Diver. Ranged Magic Attack: +6 to hit, range 60ft., One target.. Hit: 18 (2d10 +7) Cold damage and the target must succeed a DC 15 Strength Saving throw or become Restrained until the end of their next turn.<br><br>Bite. Melee Weapon Attack: +6 to hit, range 5ft., One target. Hit: 20 (2d12 +7) Piercing damage.; ; Keen Senses. Garm Baby has advantage on Perception checks that rely on smell.
Garm; Huge Beast; Neutral; 18; ; 198; ; 45ft; 25; 18; 20; 16; 17; 11; Dextiery +2, Constitution +3, Wisdom +2; Passive Perception 15; Fire; Cold; ; ; ; 10; 5,000; ; Multiattack. Garm Makes 2 Claw Attacks<br><br>Claw. Melee Weapon attack: +8 to hit, reach 10ft., one target. Hit: 20 (2d12 +7) Slashing Damage.<br><br>Sharpen Claws. Garm Gains an additional 7 (1d8 +3) Cold damage on his Claw Attacks.<br><br>Storm Gust (recharge 6). Garm conjures a power blizzard around itself for 1d4 rounds. Creatures within 30ft of Stormy Knight at the end of their turn while the blizzard is active must succeed a DC 15 Constitution saving throw or suffer 25 (3d8 +11) Cold damage and suffer 1 level of fatigue.<br><br>Summon Garm (recharge 5/6). Stormy Knight summons 3 Garm Babies within 30ft of itself.; Garm can take 2 Legendary actions from the options below. Only one legendary action may be used at a time and only at the end of another creature's turn. Garm regains spent Legendary Actions at the start of it turn.<br><br>Detect. Garm makes a Wisdom (Perception) check.<br><br>Summon Garm (if Available).<br><br>Storm Gust (If Available).<br><br>Charge (Costs 2 Actions). Garm moves up to its speed and can move through other creature's spaces during this move. Each creature Garm passes through must succeed a DC 15 Dexterity saving throw or suffer 17 (3d8 +3) Bludgeoning damage.<br><br>; Keen Senses. Garm gains advantage on all perception checks that rely on hearing.<br><br>Ice Aura. When Garm uses the Sharpened claws action, it gains a cumulative 5ft Aura of frigid air. Creatures that end their turn inside the aura take 10 (2d6 +3) Cold Damage.
Diablos; Huge Beast; Neutral; 18; ; 245; ;  45ft, Burrow 45ft; 22; 20; 21; 9; 17; 5; Constitution +3; Passive Perception 14; Slashing, Piercing; ; ; Tremorsense 120ft; ; 17; 16,500; ; Multiattack. Diablos makes 2 Trash and 1 Tail Swipe attack.<br><br>Trash. Melee Weapon attack: +10 to hit, range 10ft., one target. Hit: 26 (3d12 +6) Piercing damage. Diablos can move up to 10ft without provoking opportunity attacks before or after this action.<br><br>Tail Swipe. Melee Weapon Attack: +10 to hit, range 10ft., one target. Hit: 25 (4d8 +7) Bludgeoning damage and the target is pushed back up to 30ft.; Diablos can use 3 Legendary Actions from the options below. Only one Legendary Action may be used at a time and only at the end of another creature's turn. Diablos regains spent Legendary Actions at the start of its turn.<br><br>Tail Swipe.<br><br>Detect. Diablos makes a Wisdom (Perception) check.<br><br>Move.<br><br>Howl (Recharge 5/6). Diablos lets out an ear-shattering roar. Creatures that can hear it must succeed a DC 18 Constitution saving throw or become deafened and stunned until the end of their next turn.<br><br>; Ambusher. Diablos deals an additional 20 (2d10 +9) Piercing damage with attacks it has advantage with.<br><br>
Seregios; Huge Beast; Neutral; 17; ; 277; ; 30ft., Fly 60ft; 23; 22; 23; 9; 17; 6; Constitution +3; Passive Perception 14; Piercing; ; ; ; ; 16; 15,000; ; Multiattack. Seregios makes 2 Claw and 1 Spine throw attack.<br><br>Claw. Melee Weapon Attack: +10 to hit, range 5ft., one target. Hit: 18 (2d12 +5) Slashing damage and the target must succeed a DC 17 Dexterity saving throw or become bloodied.<br><br>Spine Throw. Ranged Weapon Attack: +10 to hit, range 60ft., one target. Hit: 25 (3d12 +5) Piercing damage and the target must succeed a DC 17 Dexterity saving throw or become bloodied.; Seregios can use 3 Legendary actions from the options below. Only one legendary Action may be used at a time, and only at the end of another creature's turn. Seregios regains spent Legendary Actions at the start of its turn.<br><br>Spine Throw.<br><br>Detect. Seregios makes a Wisdom (Perception) Check.<br><br>Howl (Recharge 5/6). Seregios lets out an ear-shattering howl. Creatures that can hear it must succeed a DC 17 Constitution saving throw or become Deafened and Stunned until the end of their next turn.; Keen Senses. Seregios gains advantage on Perception rolls that rely on sight.<br><br>Enraged. While Seregios has 138 or fewer hit points, It deals an additional 12 (1d12+6) Piercing damage on each of its attacks.<br><br>Bloodied. Each Bloodied target suffers 1d12 Damage for each 5ft it moves. A target may spend an action to bandage patch themselves and cure the condition.
Yian Garuga; Large Beast; Neutral; 16; ; 193; ; 30 ft, Fly 50 ft; 21; 19; 20; 6; 15; 5; Constitution +2, Dexterity +1, Wisdom +2; Passive Perception 14; Bludgeoning; Poison; Poisoned; Darkvision 30ft; ; 10; 9,500; ; Multiattack. Yian Garuga Makes 3 attacks of any combination of Fireball, Tail Whip, or Peck.<br><br>Peck. Melee Weapon Attack: +8 to hit, range 5ft., one target. Hit: 15 (3d6 +4) Bludgeoning Damage.<br><br>Fireball. Ranged Magic Attack: +8 to hit, range 30ft., one target. Hit: 17 (3d8 +3) Fire Damage.<br><br>Tail Whip. Melee Weapon Attack: +8 to hit, range 10ft., one target. Hit: 16 (2d10 +5) Piercing damage, and the target must succeed a DC 16 Constitution saving throw or become Poisoned.; Yian Garuga can use 3 Legendary actions from the options below. Only one legendary Action may be used at a time, and only at the end of another creature's turn. Yian Guruga regains spent Legendary Actions at the start of its turn.<br><br>Fly-by Attack (Costs 2 Actions). Yian Garuga moves up to its speed and can move through occupied spaces. Each creature it passes through must succeed a DC 16 Dexterity saving throw or suffer 22 (2d12 +9) Slashing damage and become Poisoned.<br><br>Tail Whip.<br><br>Detect. Yian Garuga makes a Wisdom (Perception) Check.<br><br>Howl (Recharge 5/6). Yian Garuga lets out an ear-shattering howl. Creatures that can hear it must succeed a DC 16 Constitution saving throw or become Deafened and Stunned until the end of their next turn.; Enraged. While Yian Garuga has 97 or fewer hit points, Each creature hit by a Peck, Fireball, or Tail Whip attack must succeed a DC 16 Dexterity saving throw or be knocked prone.
Kirin; Large Beast; Neutral; 17; ; 193; ; 60ft; 19; 22; 18; 9; 18; 6; Constitution +2, Wisdom +2; Passive Perception 16; Lightning; ; ; ; ; 11; 11,000; ; Trample. Melee Weapon Attack: +8 to hit, reach 5ft., one target. Hit: 25 (4d6 +11) Bludgeoning damage and 8 (1d6 +5) Lightning damage.<br><br>Thunder Storm (recharge 5/6). Kirin calls down a barrage of thunder bolts in 30ft radius it can see. Creatures in the radius must make a DC 17 Dexterity saving throw, suffering 30 (4d10 +8) Lightning damage and become Paralyzed for 1d4 rounds on a failed roll, and half as much without paralysis on a successful one.<br>; Kirin can use 3 Legendary actions from the options below. Only one legendary Action may be used at a time, and only at the end of another creature's turn. Kirin regains spent Legendary Actions at the start of its turn.<br><br>Trample.<br><br>Detect. Kirin makes a Wisdom (Perception) check.<br><br>Thunder Storm (costs 2 Actions) (If Available).; Fast Mover. Kirin can move up to its speed without provoking opportunity attacks after each attack.<br><br>Enrage. While Kirin has 97 or fewer hit points, it leaves behind a 5ftx5ft pillar of lightning on the ground for each 5ft it moves. Creatures that enter or end their turn in the pillar suffer 10 (2d6 +3) Lightning Damage. Pillars last until the end of the turn.
Khezu; Huge Beast; Neutral; 16; ; 188; ; 30 ft, Climb 30ft; 17; 18; 24; 9; 24; 6; Constitution +2, Wisdom +3; Passive Perception 17; Lightning; ; Paralyzed; Blindsight 120ft; ; 7; 5,000; ; Lightning Bomb. Khezu throws a 5ftx5ft sticky ball of lightning onto the ground up to 60ft away for 1d4 rounds. Creatures in or adjacent to the ball must Succeed a DC 15 Dexterity saving throw or suffer 28 (3d8 +14) Lightning Damage.<br><br>Lightning Breathe (recharge 5/6). Khezu throws a volley of lightning balls in a 60ft cone in front of itself. Creatures in the blast must make a DC 15 Dexterity Saving throw, suffering 30 (4d10 +8) Lightning damage and becoming Paralyzed for 1d4 rounds on a failed throw, or half as much and no paralysis on a successful one.<br>; Khezu can use 2 Legendary actions from the options below. Only one legendary Action may be used at a time, and only at the end of another creature's turn. Khezu regains spent Legendary Actions at the start of its turn.<br><br>Charge. Khezu moves up to its speed without provoking opportunity attacks, and it can pass through occupied spaces. Creatures that Khezu passes through must succeed a DC 16 Dexterity saving throw or suffer 20 (4d6 +6) Lightning damage and suffer from Lightning Blight.<br><br>Detect. Khezu makes a Wisdom (Perception) check.<br><br>; Keen Senses. Khezu has advantage on Perception checks that rely on Smell.<br><br>Lightning Blight. While blighted, creatures receive an additional 10 (2d10) Lightning damage from any attack that deals lightning damage.
Gravios; Huge Beast; Neutral; 19; ; 145; ; 30ft, Fly 20ft; 24; 20; 25; 6; 15; 9; Constitution +2; Passive Perception 13; Fire, Slashing; ; ; ; ; 9; 5,000; ; Multiattack. Gravios makes 3 Fireball attacks.<br><br>Fireball. Ranged Magic Attack: +8 to hit, range 45ft., one target. Hit: 17 (2d8 +8) Fire damage. Gravios can move up to 10ft after making this attack.<br><br>Fire Beam (recharge 5/6). Gravios Fires a Ray of Fire in a 60ftx5ft line in front of it. Creatures in the blast must succeed a DC 16 Dexterity saving throw or suffer 50 (5d10 +22) Fire damage.<br><br>Sleep Gas (recharge 5/6). Gravios releases a toxic cloud from its pores in a 10ft radius from itself. Creatures in the blast must succeed a DC 16 Constitution saving throw or fall asleep for 1d4 rounds.; Gravios can use 3 Legendary Actions from the options below. Only one Legendary Action can be used at a time, and only at the end of another creature's turn.<br><br>Tail Whip. Melee Weapon Attack: +8 to hit, reach 10ft., one target. Hit: 26 (4d8 +8) Bludgeoning damage.<br><br>Detect. Gravios makes a Wisdom (perception) check.<br><br>Howl. (Costs 2 Actions) Gravios lets out a loud roar. All creatures that can hear it must succeed a DC 16 Constitution saving throw or become deafened and stunned until the end of their next turn.<br>; Trampling. Gravios can occupy the same space as a medium or smaller creature. Creatures who are in the same space as Gravios must succeed a DC 16 Acrobatics check or suffer 10 (2d6 +3) Bludgeoning damage and be pushed 5ft away.
Kecha Wacha; Large Beast; Neutral; 15; ; 86; ; 30 ft, Climb 30ft, fly 30 ft; 18; 15; 16; 8; 14; 10; Constitution +1, Wisdom +1; Passive Perception 12; ; ; ; ; ; 4; 1,800; ; Water Spit. Ranged Magic Attack: +5 to hit, range 45ft., one target. Hit: 13 (2d6 +6) Cold damage and the target must succeed a DC 14 Constitution saving throw or become slowed for 1d4 rounds.<br><br>Ground Pound. Kecha Wacha slams his fist into the ground around him. All creatures within 5ft of Kechca Wacha must make a DC 14 Dexterity saving throw, suffering 15 (2d8 +6) Bludgeoning damage on failed roll, and half as much on a successful one.<br>; Kecha Wacha can use 2 Legendary actions from the options below. Only one Legendary action may be used at a time and only at the end of another creature's turn. Kecha Wacha regains spent Legendary actions at the start of its turn.<br><br>Fly-by attack (costs 2 actions). Kecha Wacha moves up to its speed and can pass through occupied spaces. All creatures Kecha Wacha moves through must succeed a DC 15 dexterity saving throw or suffer 20 (2d10 +9) slashing damage.<br><br>Water Spit.<br>;
Cephadrome; Huge Beast; Neutral; 17; ; 169; ; 30 ft, Burrow 45ft; 22; 19; 20; 8; 16; 10; Constitution +2, Wisdom +3; Passive Perception 14; ; ; Blind; Tremorsense 120ft; ; 7; 3,000; ; Sand Spit. Ranged Weapon Attack: +6 to hit, range 45ft., one target. Hit: 30 (4d10 +8) Bludgeoning damage and the target must succeed a DC 16 constitution saving throw or become blinded for 1d4 rounds.<br><br>Hip Check. Melee Weapon attack: +6 to hit, reach 10ft., one target. Hit: 27 (3d12 +7) Bludgeoning damage. Cephadrome may move up to 20ft after this action.; Cephadrome can use 2 Legendary actions from the options below. Only one Legendary action may be used at a time and only at the end of another creature's turn. Cephadrome regains spent Legendary actions at the start of its turn.<br><br>Move.<br><br>Sand Spit<br>; 
Plum Daiymo Hermitaur; Huge Aquatic Beast; Neutral; 19; ; 276; ; 30 ft, Burrow 30 ft.; 24; 20; 21; 6; 13; 7; Wisdom +2, Strength +3; Passive Perception 13; Slashing, Piercing, cold; ; ; Tremorsense 120ft; ; 12;  9,000; ; Multiattack. Plum Daiymo Hermitaur makes 2 claw and 1 Lunge attack.<br><br>Claw. Melee Weapon Attack: +10 to hit, range 10ft., one target. Hit: 20 (2d10 +9) Slashing damage and the target must succeed a DC 17 Strength Saving throw or become grappled (Escape DC 16). <br><br>Lunge. Plum Daiymo Hermitaur leaps into the air and crashes down in a space within 60ft. Each creature that occupies the same space as the Hermitaur at the end of the jump must make a DC 16 Dexterity saving throw or suffer 22 (2d12 +9) Bludgeoning Damage.<br><br>; Plum Daimyo Hermitaur can use 3 Legendary Actions from the options shown below. Only one Legendary Action may be used at a time and only at the end of another creature's turn. Plum Daiymo Hermitaur regains spent Legendary Actions at the start of its turn.<br><br>Water Spout. Plum Daiymo Hermitaur shoots a beam of pressurized water in a 60ftx5ft line. Creatures in the line must succeed a DC 16 Dexterity saving throw or suffer 25 (4d8 +7) Cold damage and suffer 1 level of Exhaustion.<br><br>Detect. The Hermitaur makes a Wisdom (perception) check.<br><br>Devour (costs 2 Actions). The Hermitaur Bites a grappled creature. The creature suffers 3d10 Piercing damage and hermitaur regains hit points equal to half of the damage delt.; 
Rajang; Huge Beast; Neutral; 18; ; 412; ; 60 ft, Jump 45 ft, Climb 45 ft; 28; 24; 24; 14; 25; 11; Wisdom +2, Strength +3, Constitution +3; passive Perception 19; Lightning; ; Incapacitated; ; ; 19; 22,000; ; Multiattack. Rajang Makes 2 Fist Crush Attacks and 1 Ground Pound Attack.<br><br>Fist Crush. Melee Weapon Attack: +12 to hit, reach 10ft., one target. Hit: 30 (4d12 +16) Bludgeoning damage, and the target must succeed a DC 21 Strength check become grappled (Escape DC 20).<br><br>Ground Pound. Melee Weapon Attack: +12 to hit, reach 30ft., one target and each creature within 10ft of the initial target. Hit: 35 (10d6) Bludgeoning damage.<br><br>Throw the World (recharge 5/6). Rajang picks up a 30 cubic square of land and throws it at the party, leaving behind difficult terrain. One target and each creature within 30ft of the target must make a DC 22 Dexterity saving throw, suffering 80 (20d6 +5) Bludgeoning damage on a failed roll, and half as much on a successful one.<br>; Rajang can use 3 Legendary Actions from the options shown below. Only one Legendary Action may be used at a time and only at the end of another creature's turn. Rajang regains spent Legendary Actions at the start of its turn.<br><br>Throw. Rajang throws a creature it has grappled up to 120ft away. The grappled creature suffers 5d10 bludgeoning damage, and an additional 4d10 bludgeoning damage if they end the movement adjacent to a wall or solid object.<br><br>Lightning Beam (Costs 2 Actions). Rajang Fires a continuous beam of Lightning in a 120ftx5ft line. Creatures in the line must succeed a DC 22 Dexterity Saving throw or suffer 60 (8d12 +21) Lightning damage.<br><br>Detect. The Hermitaur makes a Wisdom (perception) check.<br><br>; Furious. At the start of each of Rajang's turns roll a D6 and the following effects occur.<br>1-Remove all bonuses obtained by Furious<br>2-Reduces all bonuses granted by Furious by 1 stage<br>3-Lightning attacks deals an additional 1d12 Lightning damage.<br>4-Melee attacks deal an additional 1d12 bludgeoning damage.<br>5-+1AC<br>6-Gain 1 additional Legendary Action