Bearded Devil; Medium fiend (devil); lawful evil; 13; natural; 52; 8d8+16; 30ft; 16; 15; 15; 9; 11; 11; Str +5, Con +4, Wis +2; ; cold, bludgeoning, piercing and slashing from nonmagical weapons that aren't silvered; fire, poison; poisoned; darkvision 120ft, PP 10; Infernal, telepathy 120ft; 3; 700; ; Multiattack. The devil makes two attacks: one with its beard and one with its glaive.<br><br>Beard. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. While poisoned in this way, the target can’t regain hit points. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.<br><br>Glaive. Melee Weapon Attack: +5 to hit, reach 10 ft., one target. Hit: 8 (1d10 + 3) slashing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 12 Constitution saving throw or lose 5 (1d10) hit points at the start of each of its turns due to an infernal wound. Each time<br>the devil hits the wounded target with this attack, the damage dealt by the wound increases by 5 (1d10). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.; ; Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.<br><br>Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.<br><br>Steadfast. The devil can’t be frightened while it can see an allied creature within 30 feet of it.,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Elemental; Large elemental; neutral; 14; natural; 114; 12d10+48; 30 ft., swim 90 ft.; 18; 14; 18; 5; 10; 8; ; ; acid, bludgeoning, piercing and slashing from nonmagical weapons; poison; exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious; ; Aquan; 5; 1800; ; Multiattack. The elemental makes two slam attacks.<br><br>Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.<br><br>Whelm (Recharge 4 E). Each creature in the elemental’s space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental’s space. The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental’s turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.; ; Water Form. The elemental can enter a hostile creature’s space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.<br><br>Freeze. If the elemental takes cold damage, it partially freezes, its speed is reduced by 20 feet until the end of its next turn.,,,,,,,,,,,,,,,,,,,,,,,
Warhorse; Large beast; unaligned; 11; ; 19; 3d10+3; 60 ft.; 18; 12; 13; 2; 12; 7; ; ; ; ; ; PP 11; ; 1/2; 100; ; Hooves. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.; ; Trampling Charge. If the horse moves at least 20 feet straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swarm of Ravens; Medium swarm of Tiny beasts; unaligned; 12; ; 24; 7d8-7; 10 ft., fly 50 ft; 6; 14; 8; 3; 12; 6; ; Perception +5; bludgeoning, piercing, slashing; ; charmed, frightened, paralyzed, petrified, prone, restrained, stunned; PP 15; ; 1/4; 50; ; Beaks. Melee Weapon Attack: +4 to hit, reach 5 ft., one target in the swarm’s space. Hit: 7 (2d6) piercing damage, or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer.; ; Swarm. The swarm can occupy another creature’s space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can’t regain hit points or gain temporary hit points.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Succubus; Medium fiend (shapecahanger); neutral evil; 15; natural; 66; 12d8+12; 30 ft., fly 60 ft.; 8; 17; 13; 15; 12; 20; ; Deception +9, Insight +5, Perception +5, Persuasion +9, Stealth +7; cold, fire, lightning, poison, bludgeoning, piercing and slashing from nonmagical weapons; ; ; darkvision 60 ft., PP 15; Abyssal, Common, Infernal, telepathy 60 ft.; 4; 1100; ; Claw (Fiend Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.<br><br>Charm. One humanoid the fiend can see within 30 feet of it must succeed on a DC 15 Wisdom saving throw or be magically charmed for 1 day. The charmed target obeys the fiend’s verbal or telepathic commands. If the target suffers any harm or receives a suicidal command, it can repeat the saving throw,<br>ending the effect on a success. If the target successfully saves against the effect, or if the effect on it ends, the target is immune to this fiend’s Charm for the next 24 hours. The fiend can have only one target charmed at a time. If it charms another, the effect on the previous target ends.<br><br>Draining Kiss. The fiend kisses a creature charmed by it or a willing creature. The target must make a DC 15 Constitution saving throw against this magic, taking 32 (5d10 + 5) psychic damage on a failed save, or half as much damage on a successful one. The target’s hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect<br>reduces its hit point maximum to 0.<br><br>Etherealness. The fiend magically enters the Ethereal Plane from the Material Plane, or vice versa.; ; Telepathic Bond. The fiend ignores the range restriction on its telepathy when communicating with a creature it has charmed. The two don’t even need to be on the same plane of existence.<br><br>Shapechanger. The fiend can use its action to polymorph into a Small or Medium humanoid, or back into its true form. Without wings, the fiend loses its flying speed. Other than its size and speed, its statistics are the same in each form. Any equipment it is wearing or carrying isn’t transformed. It reverts to its true form if it dies.,,,,,,,,,,,,,,,
Pseudodragon; Tiny dragon; netural good; 13; natural; 7; 2d4+2; 15 ft., fly 60 ft.; 6; 15; 13; 10; 12; 10; ; Perception +3, Stealth +4; ; ; ; blindsight 10 ft., darkvision 60 ft., PP 13; understands Common and Draconic but can't speak; 1/4; 50; ; Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.<br>Sting. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. If the saving throw fails by 5 or more, the target falls unconscious for the same duration, or until it takes damage or another creature uses an action to shake it awake.; ; Keen Senses. The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.<br><br>Magic Resistance. The pseudodragon has advantage on saving throws against spells and other magical effects.<br><br>Limited Telepathy. The pseudodragon can magically<br>communicate simple ideas, emotions, and images<br>telepathically with any creature within 100 feet of it that can understand a language.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrow; Large monstrosity; chaotic evil; 13; natural; 45; 6d10+12; 10 ft., swim 40 ft.; 18; 10; 15; 8; 10; 9; ; ; ; ; ; darkvision 60 ft., PP12; Abyssal, Aquan; 2; 450; ; Multiattack. The merrow makes two attacks: one with its bite and one with its claws or harpoon.<br><br>Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.<br><br>Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage.<br><br>Harpoon. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature, it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow.; ; Amphibious. The merrow can breathe air and water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half-Red Dragon Veteran; Medium humanoid (human); any alignment; 18; plate; 65; 10d8+20; 30 ft.; 16; 13; 14; 10; 11; 10; Str +5, Con +4; Athletics +5, Perception +2; Fire; ; ; Blindsight 10 ft., darkvision 60 ft., PP 12; Common, Draconic; 5; 1800; ; Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.<br><br>Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.<br><br>Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.<br><br>Heavy Crossbow. Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage. <br><br>Fire Breath (Recharge 5 E). The veteran exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one.<br><br>Reactions<br><br>Parry. The veteran adds 3 to its AC against one melee attack that would hit it. To do so, the veteran must see the attacker and be wielding a melee weapon.; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgon; Large monstrosity; unaligned; 19; natural; 114; 12d10+48; 40 ft.; 20; 11; 18; 2; 12; 7; ; Perception +4; ; ; petrified; darkvision 60 ft., PP 14; ; 5; 1800; ; Gore. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage.<br><br>Hooves. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage.<br><br>Petrifying Breath (Recharge 5 E). The gorgon exhales<br>petrifying gas in a 30-foot cone. Each creature in that area<br>must succeed on a DC 13 Constitution saving throw. On a<br>failed save, a target begins to turn to stone and is restrained. The restrained target must repeat the saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is petrified until freed by the greater restoration spell or other magic.; ; Trampling Charge. If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone, the gorgon can make one attack with its hooves against it as a bonus action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Elemental; Large elemental; neutral; 13; ; 102; 12d10+36; 50 ft.; 10; 17; 16; 6; 10; 7; ; ; bludgeoning, piercing, and slashing from nonmagical weapons; fire, poison; exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious; darkvision 60 ft., PP 10; Ignan; 5; 1800; ; Multiattack. The elemental makes two touch attacks.<br><br>Touch. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 5 (1d10) fire damage at the start of each of its turns.; ; Fire Form. The elemental can move through a space as narrow as 1 inch wide without squeezing. A creature that touches the elemental or hits it with a melee attack while within 5 feet of it takes 5 (1d10) fire damage. In addition, the elemental can enter a hostile creature’s space and stop there. The first time it enters a creature’s space on a turn, that creature takes 5 (1d10) fire damage and catches fire, until someone takes an action to douse the fire, the creature takes 5 (1d10) fire damage at the<br>start of each of its turns.<br><br>Illumination. The elemental sheds bright light in a 30-foot radius and dim light in an additional 30 feet.<br><br>Water Susceptibility. For every 5 feet the elemental moves in water, or for every gallon of water splashed on it, it takes 1 cold damage.,,,,,,,,,,,,,,,,,,,,,
Ettin; Large giant; chaotic evil; 12; natural; 85; 10d10+30; 40 ft.; 21; 8; 17; 6; 10; 8; ; Perception +4; ; ; ; Darkvision 60 ft., PP14; Giant, Orc; 4; 1100; ; Multiattack. The ettin makes two attacks: one with its<br>battleaxe and one with its morningstar.<br><br>Battleaxe. Melee Weapon Attack: +7 to hit, reach 5 ft., one<br>target. Hit: 14 (2d8 + 5) slashing damage.<br><br>Morningstar. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) piercing damage.; ; Two Heads. The ettin has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious.<br><br>Wakeful. When one of the ettin’s heads is asleep, its other head is awake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efreeti; Large elemental; lawful evil; 17; natural; 200; 16d10+112; 40ft., fly 60 ft.; 22; 12; 24; 16; 15; 16; Int +7, Wis +6, Cha +7; ; ; Fire; ; Darkvision 120ft., PP 12; Ignan; 11; 7200; ; Multiattack. The efreeti makes two scimitar attacks or uses its Hurl Flame twice.<br><br>Scimitar. Melee Weapon Attack: +10 to hit, reach 5 ft., one<br>target. Hit: 13 (2d6 + 6) slashing damage plus 7 (2d6) fire<br>damage.<br><br>Hurl Flame. Ranged Spell Attack: +7 to hit, range 120 ft., one target. Hit: 17 (5d6) fire damage.; ; Elemental Demise. If the efreeti dies, its body disintegrates in a flash of fire and puff of smoke, leaving behind only equipment the efreeti was wearing or carrying.<br><br>Innate Spellcasting. The efreeti’s innate spellcasting ability is Charisma (spell save DC 15, +7 to hit with spell attacks). It can innately cast the following spells, requiring no material components:<br>At will: detect magic<br>3/day: enlarge/reduce, tongues<br>1/day each: conjure elemental (fire elemental only), gaseous form, invisibility, major image, plane shift, wall of fire,,,,,,,,,,,,,,,,,,,,,,,,
Earth Elemental; Large elemental; neutral; 17; natural; 126; 12d10+60; 30 ft., burrow 30 ft.; 20; 8; 20; 5; 10; 5; ; ; bludgeoning, piercing and slashing from nonmagical weapons; poison; exhaustion, paralyzed, petrified, poisoned, unconscious; darkvision 60 ft., tremorsense 60 ft., PP10; Terran; 5; 1800; ; Multiattack. The elemental makes two slam attacks.<br><br>Slam. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.; ;Damage Vulnerabilities: Thunder<br><br> Earth Glide. The elemental can burrow through nonmagical,<br>unworked earth and stone. While doing so, the elemental<br>doesn’t disturb the material it moves through.<br><br>Siege Monster. The elemental deals double damage to objectsand structures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dao; Large elemental; neutral evil; 18; natural; 187; 15d10+105; 30 ft., burrow 30 ft., fly 30 ft.; 23; 12; 24; 12; 13; 14; Int +5, Wis +5, Cha +6; ; ; ; petrified; darkvision 120ft., PP11; Terran; 11; 7200; ; Multiattack. The dao makes two fist attacks or two maul<br>attacks.<br><br>Fist. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.<br><br>Maul. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 20 (4d6 + 6) bludgeoning damage. If the target is a Huge or smaller creature, it must succeed on a DC 18 Strength check or be knocked prone.; ; Earth Glide. The dao can burrow through nonmagical,<br>unworked earth and stone. While doing so, the dao oesn’t disturb the material it moves through.<br><br>Elemental Demise. If the dao dies, its body disintegrates into crystalline powder, leaving behind only equipment the dao was wearing or carrying.<br><br>Innate Spellcasting. The dao’s innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). It can innately cast the following spells, requiring no material components:<br>At will: detect evil and good, detect magic, stone shape<br>3/day each: passwall, move earth, tongues<br>1/day each: conjure elemental (earth elemental only), gaseous form, invisibility, phantasmal killer, plane shift, wall of stone<br><br>Sure-Footed. The dao has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,,,,,,,,,,,,,,,,,
Cult Fanatic; Medium humanoid (any race); any non-good alignment; 13; leather; 33; 6d8+6; 30 ft.; 11; 14; 12; 10; 13; 14; ; Deception +4, Persuasion +4, Religion +2; ; ; ; PP 10; any one language (usually Common); 2; 450; ; Multiattack. The fanatic makes two melee attacks.<br><br>Dagger. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.; ; Dark Devotion. The fanatic has advantage on saving throws against being charmed or frightened.<br><br>Spellcasting. The fanatic is a 4th-level spellcaster. Its<br>spellcasting ability is Wisdom (spell save DC 11, +3 to hit with spell attacks). The fanatic has the following cleric spells prepared:<br>Cantrips (at will): light, sacred flame, thaumaturgy<br>1st level (4 slots): command, inflict wounds, shield of faith<br>2nd level (3 slots): hold person, spiritual weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclops; Huge giant; chaotic neutral; 14; natural; 138; 12d12+60; 30ft; 22; 11; 20; 8; 6; 10; ; ; ; ; ; PP 8; Giant; 6; 2300; ; Multiattack. The cyclops makes two greatclub attacks.<br><br>Greatclub. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.<br><br>Rock. Ranged Weapon Attack: +9 to hit, range 30/120 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.; ; Poor Depth Perception. The cyclops has disadvantage on any attack roll against a target more than 30 feet away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuul; Large aberration; chaotic evil; 16; natural; 93; 11d10+33; 30ft., swim 30 ft.; 19; 10; 16; 5; 11; 5; ; Perception +4; ; poison; poisoned; darkvision 60ft., PP14; understands Deep Speech but can't speak; 4; 1100; ; Multiattack. The chuul makes two pincer attacks. If the chuul is grappling a creature, the chuul can also use its tentacles once.<br><br>Pincer. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage. The target is grappled (escape DC 14) if it is a Large or smaller creature and the chuul doesn’t have two other creatures grappled.<br><br>Tentacles. One creature grappled by the chuul must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. Until this poison ends, the target is paralyzed. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.; ; Amphibious. The chuul can breathe air and water.<br><br>Sense Magic. The chuul senses magic within 120 feet of it at will. This trait otherwise works like the detect magic spell but isn’t itself magical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bone Devil; Large fiend (devil); lawful evil; 19; natural; 142; 15d10+60; 40ft., fly 40ft.; 18; 16; 18; 13; 14; 16; Int +5, Wis +6, Cha +7; Deception +7, Insight +6; cold, bludgeoning, piercing, and slashing  from nonmagical weapons that aren't silvered; fire, poison; poisoned; darkvision 120ft., PP12; Infernal, telepathy 120ft; 9; 5000; ; Multiattack. The devil makes three attacks: two with its claws and one with its sting.<br><br>Claw. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.<br><br>Sting. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.; ; Devil’s Sight. Magical darkness doesn’t impede the devil’s<br>darkvision.<br><br>Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbed Devil; Medium fiend (devil); lawful evil; 15; natural; 110; 13d8+52; 30 ft.; 16; 17; 18; 12; 14; 14; Str+6, Con+7, Wis+5, Cha+5; Deception +5, Insight +5, Perception +8; cold, bludgeoning, piercing and slashing from nonmagical weapons that aren't silvered; fire, poison; poisoned; darkvision 120ft., PP18; Infernal, telepathy 120ft; 5; 1800; ; Multiattack. The devil makes three melee attacks: one with its tail and two with its claws. Alternatively, it can use Hurl Flame twice.<br><br>Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.<br><br>Tail. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.<br><br>Hurl Flame. Ranged Spell Attack: +5 to hit, range 150 ft., one target. Hit: 10 (3d6) fire damage. If the target is a flammable object that isn’t being worn or carried, it also catches fire.; ; Barbed Hide. At the start of each of its turns, the barbed devil deals 5 (1d10) piercing damage to any creature grappling it.<br><br>Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.<br><br>Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.,,,,,,,,,,,,,,,,,,,,,,,
Awakened Tree; Huge plant; unaligned; 13; natural armor; 59; 7d12+14; 20 ft.; 19; 6; 15; 10; 10; 7; ; ; bludgeoning, piercing; ; ; PP 10; one language known by its creator; 2; 450; ; Slam. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 14 (3d6 + 4) bludgeoning damage.; ; Damage vulnerabilities: fire<br><br>False Appearance. While the tree remains motionless, it is<br>indistinguishable from a normal tree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animated Armor; Medium Construct; unaligned; 18; natural; 33; 6d8+6; 25 ft; 14; 11; 13; 1; 3; 1; ; ; ; poison, psychic; blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned; blindsight 60ft. (blind beyond this radius), PP 6; ; 1; 200; ; Multiattack. The armor makes two melee attacks.<br><br>Slam. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage.; ; Antimagic Susceptibility. The armor is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the armor must succeed on a Constitution saving throw against the caster’s spell save DC or fall unconscious for 1 minute.<br><br>False Appearance. While the armor remains motionless, it is indistinguishable from a normal suit of armor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
